,siren,departement,date_publication,activite_déclarée,code_ape,activte_insee,code_postal
458,892480328,75,2021-01-08,"Etude, conseil, conception, audit et développement de projets informatiques, d'applications informatiques, de systèmes d'informations, de sites Web et site E-commerce ; Hébergement, maintenance et gestion de ces applications et de leurs données - y compris leur collecte et leur traitement ; recherche, développement et innovation ; formation, professionnelle notamment.",62.01Z,Programmation informatique,75008
459,892462490,75,2021-01-08,La réalisation en France et à l'étranger directement ou indirectement de toutes opérations événementielles et/ou de prestations de services en vue de la promotion et de l'exploitation des zones polaires.,82.30Z,"Organisation de foires, salons professionnels et congrès",75008
460,892462342,75,2021-01-08,Avocat.,69.10Z,Activités juridiques,75014
461,892478462,75,2021-01-08,"Distribution, vente au gros et au détail d'habillement et accessoires ; vente en gros et au détail d'articles de décoration.",47.71Z,Commerce de détail d'habillement en magasin spécialisé,75010
462,892480153,75,2021-01-08,"L'acquisition, la construction et la cession, sous toutes ses formes, de tous biens et droits immobiliers urbains ou ruraux, à usage d'habitation, professionnel, commercial, artisanal et industriel.",68.20B,Location de terrains et d'autres biens immobiliers,75010
463,892486572,75,2021-01-08,"En France et à l'étranger, le développement de projets de centrales de production de combustibles gazeux, la production de combustibles gazeux ainsi que la production et la revente d'électricité, de gaz, de chaleur, de Digestats et compost",35.21Z,Production de combustibles gazeux,75008
464,892486259,75,2021-01-08,"L'acquisition de tous droits ou biens immobiliers, la propriété, l'administration, la gestion et l'exploitation directe et indirecte, par bail, location ou autrement Desdits biens immeubles et de tous autres immeubles bâtis ou non dont la société pourrait devenir locataire ou propriétaire ultérieurement, exceptionnellement l'aliénation Desdits biens, l'obtention de toute ouverture de crédit, facilité de caisse et emprunt, avec ou sans garantie et la constitution de toute sûreté à cet effet.",68.20B,Location de terrains et d'autres biens immobiliers,75017
465,892486200,75,2021-01-08,La recherche et l'analyse des marchés financiers pour le compte d'autres sociétés appartenant au même groupe que la Société; la mise en œuvre Desdites recherches et analyses pour le compte d'autres sociétés appartenant au même groupe que la Société.,66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",75116
466,892485913,75,2021-01-08,"Peinture, ravalement, rénovation, électricité, plomberie, menuiserie et petite maçonnerie.",43.34Z,Travaux de peinture et vitrerie,75020
467,892486382,75,2021-01-08,"En France et à l'étranger, activité de holding. La recherche, le développement, l'accompagnement en recherche et développement, la sous Traitance technique. Toutes opérations d'assistance à la gestion de la trésorerie auprès des sociétés filiales. L'octroi de toutes cautions ou garanties au profit de toute société de son groupe ou dans le cadre de l'activité normale de toutes sociétés de son groupe. La gestion et la valorisation des marques.",72.19Z,Recherche-développement en autres sciences physiques et naturelles,75011
468,892467614,75,2021-01-08,L'édition et la commercialisation de logiciels utilisés à des fins professionnelles ou personnelles installés sur des serveurs locaux et distants.,58.29C,Edition de logiciels applicatifs,75001
469,892451212,75,2021-01-08,"L'acquisition, la construction, la propriété, la gestion, l'administration, l'entretien, l'exploitation par bail location ou autrement, ainsi que la mise à disposition à titre gratuit au profit des associés, de tous immeubles et droits immobiliers et notamment la gestion, des biens et droits immobiliers éventuellement acquis ou apportés.",68.20B,Location de terrains et d'autres biens immobiliers,75016
470,892479023,75,2021-01-08,"Consultant image, Consultant Branding, chef de projet, direction de clientèle, Account manager, gestion commerciale, stratégie marketing et commerciale, communication, Content manager, Creative manager, direction artistique, gestion financière, gestion clientèle, développement commercial et créatif, prospection, décoration, architecture d'intérieur, achat de mobilier et décoration, Sourcing artistique, gestion mécénat et gestion d'artiste,chef de groupe publicité et activités complémentaires",70.22Z,Conseil pour les affaires et autres conseils de gestion,75019
471,892466897,75,2021-01-08,"Promotion immobilière, activité de marchands de biens, achat-revente, gestion et exploitation de tous immeubles, actions ou parts de sociétés immobilières ou à prépondérance immobilière Prestations de services en matière de montage de projets, d'aménagements et agencements de locaux commerciaux et notamment hôteliers, assistance à la maîtrise d'ouvrage; Les activités d'agence immobilière en matière de transactions immobilières pour le compte de tiers dont notamment l'achat, la vente, l'échange.",68.10Z,Activités des marchands de biens immobiliers,75013
472,892485541,75,2021-01-08,"L'exercice de la profession de European Patent Attorney, European Trade Mark Attorney, European Design Attorney, Patentanwalt allemand, Chartered Patent Attorney britannique et Chartered Trade Mark Attorney britannique conformément à la règlementation applicable; offrir tous services en relation avec des brevets, modèles, droits d'auteur, marques, modèles non enregistrés, certificats d'utilité, noms de domaine, obtentions végétales et autres ou les titres étrangers correspondants et des actions ou droits résultant de la possession d'un fonds de commerce, d'information confidentielle, d'un savoir-faire ou d'éléments y relatifs.",69.10Z,Activités juridiques,75009
473,892484692,75,2021-01-08,Le commerce de montres sur Internet; Le commerce de marchandises non réglementées sur Internet; Prestations de services en ligne (Coaching marketing en ligne).,47.91B,Vente à distance sur catalogue spécialisé,75008
474,892499633,75,2021-01-08,"Production, édition et distribution musicale sonore et audiovisuelle, management d'artiste, audit, Consulting ainsi que la vente, l'exploitation, la location et la Distibution de tous produits et matériels de toutes sortes non réglementés et toutes prestations de services, conseils et activités non réglementés dans les domaines de l'évenementiel, vente par tous moyens dont internet.",59.20Z,Enregistrement sonore et édition musicale,75008
475,892481003,75,2021-01-08,Service à la personne dont garde d'enfants de + de 3 ans et entretien du domicile,88.91A,Accueil de jeunes enfants,75015
476,852365964,75,2021-01-08,Achat-revente de produits de beauté.,47.75Z,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,75008
477,892125162,75,2021-01-08,"La distribution de produits pharmaceutiques, de soins, de bien être, de matériel médical et para-médical",47.73Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,75008
478,892267477,75,2021-01-08,"L'acquisition de tous terrains ou droits immobiliers en vue de procéder à la construction de tous immeubles de toutes destinations ou usages, suivie de la vente en totalité ou par fractions des immeubles construits. L'acquisition de biens immobiliers bâtis en vue de leur restructuration, rénovation, suivie de la vente Desdits immeubles. L'achat pour revendre de tous immeubles de toutes destinations ou usages ou de parts ou actions de sociétés immobilières",41.10D,Supports juridiques de programmes,75008
479,892314790,75,2021-01-08,Transports public routiers de voyageurs.,70.10Z,Activités des sièges sociaux,75009
480,891566002,75,2021-01-08,"Acquisition, Administration et mise à disposition à titre gratuit de biens et droits immobiliers.",68.32B,Supports juridiques de gestion de patrimoine immobilier,75017
481,879191211,75,2021-01-08,Commerce de matière consommable non réglementée,APE Non Diffusable,APE Non Diffusable,75008
482,892455247,75,2021-01-08,"Salon de beauté, salon de tresse et tissage, pose perruque, vente de produits cosmétiques et d'accessoires de mode d'origine africaine",96.02B,Soins de beauté,75018
483,878272657,75,2021-01-08,"L'acquisition, l'administration et la gestion par location ou autrement de tous immeubles et biens immobiliers. Toutes opérations financières mobilières et immobilières se rattachant directement ou indirectement à cet objet et susceptibles d'en favoriser la réalisation",68.20B,Location de terrains et d'autres biens immobiliers,75116
484,884554619,75,2021-01-08,"L'acquisition, l'exploitation, la mise en valeur, l'équipement, la conservation, la gestion, la location de tous biens et droits immobiliers et toutes opérations civiles se rattachant a l'objet social.",68.20B,Location de terrains et d'autres biens immobiliers,75015
485,883636441,75,2021-01-08,"Conseils et services à destination des restaurants et des professionnels des métiers de la restauration pour la création, la restructuration de concepts de restaurants ou de bars, la réalisation d'audit, conseils en cuisine, organisation, équipements et décoration, conseils en marketing, communication recrutement, recherches des fournisseurs et partenaires.",82.99Z,Autres activités de soutien aux entreprises n.c.a.,75008
486,819490327,75,2021-01-08,"L'activité de sécurité privée par la surveillance et le gardiennage des biens, des personnes, meubles, immeubles, lieux publics ou privés en utilisant des moyens humains et électroniques",80.10Z,Activités de sécurité privée,75002
487,821465739,75,2021-01-08,Le commerce par tous moyens d'objets d'histoire ainsi que de services,47.78C,Autres commerces de détail spécialisés divers,75008
488,543780068,75,2021-01-08,Fabrication achat et vente de tous cotons ou autres matières hydrophiles teints ou non cordes pour pansements ou autres usages de cotons à nitrer de ouates Facees ou non pour toutes utilisations la fabrication le conditionnement le stockage la vente la commercialisation et la distribution de tous dispositifs médicaux se rattachant directement à l'objet de la société l'activité financière de sous centralisation du cash-Pooling pour des sociétés adhérentes de diverses divisions du groupe,46.76Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,75014
489,840429724,75,2021-01-08,"L'exercice de toutes activités de marchand de biens, de promotion immobilière - la détention par voie d'achat ou autrement et le contrôle de toute participation dans d'autres sociétés",68.10Z,Activités des marchands de biens immobiliers,75007
490,534406087,75,2021-01-08,Édition de magazines Web a contenus éditoriaux,58.14Z,Édition de revues et périodiques,75009
491,792138745,75,2021-01-08,"Acquisition, propriété, administration, gestion et cession de tous titres, parts sociales, obligations et autres valeurs mobilières. Acquisition, propriété, mise en valeur, transformation, construction, aménagement, administration et location et a titre exceptionnel, vente de tous biens et droits immobiliers ou parts de sociétés civiles.",68.20B,Location de terrains et d'autres biens immobiliers,75016
492,825189582,75,2021-01-08,"Acquisition, gestion, location de tous biens et droits immobiliers.",68.20B,Location de terrains et d'autres biens immobiliers,75008
493,814280046,75,2021-01-08,"Acquisition par voie d'achat ou d'apport, propriété, mise en valeur, transformation, construction, aménagement, administration, gestion sous toutes ses formes et notamment mise à disposition gratuite à un ou plusieurs associés ou à un tiers ainsi que la location, de tous biens et droits immobiliers.",68.20B,Location de terrains et d'autres biens immobiliers,75116
494,407875392,75,2021-01-08,Formation audit gestion domiciliation administration conseil.,82.99Z,Autres activités de soutien aux entreprises n.c.a.,75008
495,881524102,75,2021-01-08,"Mise en relation et prestation de service, E-commerce, autres services de réservation et activités connexes.",82.99Z,Autres activités de soutien aux entreprises n.c.a.,75008
496,347434227,75,2021-01-08,"Acquisition d'immeubles, gestion et exploitation par bail.",68.20B,Location de terrains et d'autres biens immobiliers,75015
497,891919789,77,2021-01-08,Garage automobile mécanique carrosserie peinture vente de véhicules d'occasion et de pièces détachées.,45.20A,Entretien et réparation de véhicules automobiles légers,77181
498,892449661,77,2021-01-08,Achats reventes de chaussures/vêtements,47.91B,Vente à distance sur catalogue spécialisé,77700
499,399934785,77,2021-01-08,"Achat vente de vêtements, accessoires de mode, chaussures et lots en tous genres",APE Non Diffusable,APE Non Diffusable,77100
500,892461773,77,2021-01-08,Coursier à vélo,53.20Z,Autres activités de poste et de courrier,77600
501,892441890,77,2021-01-08,"Coaching, formation, Commerce de détail sur internet, vente à distance",70.22Z,Conseil pour les affaires et autres conseils de gestion,77181
502,892441684,77,2021-01-08,Services des agents de securité et vigiles indépendants,80.10Z,Activités de sécurité privée,77400
503,892442286,77,2021-01-08,Livraison de repas à domicile à vélo,56.10C,Restauration de type rapide,77184
504,892456252,77,2021-01-08,"La réalisation de travaux du bâtiment, tous corps d'état. Entreprise générale de construction de maisons individuelles et/ou préfabriquées",41.20A,Construction de maisons individuelles,77290
505,892462235,77,2021-01-08,"La vente en gros, demi gros et en détail de fruits et légumes, épiceries et produits laitiers, et tous autres produits",46.31Z,Commerce de gros (commerce interentreprises) de fruits et légumes,77440
506,892457052,77,2021-01-08,"Pizzeria, restauration rapide avec ventes sur place, à emporter et livraison à domicile, avec ventes de boissons sans alcools",56.10C,Restauration de type rapide,77260
507,892489337,77,2021-01-08,"La création, l'acquisition, la location, la prise en location-gérance de tous fonds de commerce, la prise à bail, l'installation, l'exploitation de tous établissements, fonds de commerce, usines, ateliers",68.20B,Location de terrains et d'autres biens immobiliers,77090
508,892441460,77,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
509,892491168,77,2021-01-08,"Achats, ventes confection, Import, Export de tout type de vêtement et autres accessoires de mode",46.42Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,77230
510,892457870,77,2021-01-08,"Propriété, gestion, administration et disposition des biens dont elle pourrait devenir propriétaire, par voie d'acquisition, échange, apport ou autrement, tous placements, sous toutes formes",68.20B,Location de terrains et d'autres biens immobiliers,77260
511,828735589,77,2021-01-08,Location gestion et administration de biens immobiliers industriels équipes. L'acquisition de tout bien et toute activité ayant un lien direct ou indirect avec l'objet défini ci-dessus.,68.20B,Location de terrains et d'autres biens immobiliers,77090
512,484223003,77,2021-01-08,"Tous calorifuges thermiques et frigorifiques, flocage, maçonnerie et plomberie",43.22B,Travaux d'installation d'équipements thermiques et de climatisation,77230
513,389317611,77,2021-01-08,Toutes opérations immobilières consistant en la prise a bail sous quelque forme que ce soit acquisition de tous biens immobiliers mise en location Desdits biens et plus spécialement prise en crédit bail des biens et droits immobiliers dépendant D un immeuble sis a Creteil 94 centre commercial du palais pour une durée de 99 ans vente en totalité ou par fractions des immeubles construits,68.20A,Location de logements,77230
514,342012002,81,2021-01-08,Transports de voyageurs et de marchandises,49.39B,Autres transports routiers de voyageurs,81400
515,890142862,81,2021-01-08,Boulangerie pâtisserie biscuiterie traiteur viennoiserie et épicerie.,10.71C,Boulangerie et boulangerie-pâtisserie,81130
516,853244176,81,2021-01-08,Courtage en assurance,66.22Z,Activités des agents et courtiers d'assurances,81450
517,883100802,81,2021-01-08,Vente à distance,47.91A,Vente à distance sur catalogue général,81990
518,889881561,81,2021-01-08,Coursier à vélo,53.20Z,Autres activités de poste et de courrier,81000
519,830620159,81,2021-01-08,Nettoyage courant des bâtiments. Tonte de tout type de terrains. Débroussaillage. Ramassage de feuilles.,81.21Z,Nettoyage courant des bâtiments,81120
520,380160408,81,2021-01-08,Vente et fabrication de biscuits sur foires et marchés. Traiteur et cuisinier à domicile,APE Non Diffusable,APE Non Diffusable,81990
521,850289828,81,2021-01-08,"Élagueur, grimpeur",01.11Z,"Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",81130
522,892470477,81,2021-01-08,Livraison à vélo,53.20Z,Autres activités de poste et de courrier,81000
523,888612637,81,2021-01-08,Vente d'agrumes aux professionnels (fruits) vente de plants.,47.99A,Vente à domicile,81000
524,892371600,81,2021-01-08,"Livraison à vélo de repas, plis et colis.",APE Non Diffusable,APE Non Diffusable,81000
525,892511247,81,2021-01-08,Accompagnement de propriétaires dans la gestion locative saisonnière. Home sitting. Gestion administrative entreprise.,APE Non Diffusable,APE Non Diffusable,81380
526,892418112,81,2021-01-08,Livraison à vélo,APE Non Diffusable,APE Non Diffusable,81000
527,892456427,81,2021-01-08,Livreur à domicile,53.20Z,Autres activités de poste et de courrier,81000
528,892383365,81,2021-01-08,"Souscription, acquisition, détention durable, gestion sur le moyen ou long terme et vente, de tous titres de participations ou autres valeurs mobilières, donnant accès tant immédiatement qu'à terme au capital de la société émettrice et permettant le cas échéant d'exercer le contrôle de la société émettrice ainsi que de participer activement à la conduite et à la direction de la politique de son groupe.",66.30Z,Gestion de fonds,81150
529,892591447,81,2021-01-08,"L'aquisition, la propriete, la gestion, la location meublée d'un immeuble consistant en un chalet à usage d'habitation, sis à Bolquère - Pyrénées 2000,33 avenue du Grand Termanal.",68.20A,Location de logements,81000
530,892321696,81,2021-01-08,"L'acquisition, la prise de participation, la gestion et la cession de tous titres, valeurs mobilières, participations financières, dans toutes affaires, entreprises, sociétés commerciales, industrielles, financières, mobilières ou immobilières, ainsi que l'exercice de tous les droits attachés à ces participations et valeurs mobilières",68.32A,Administration d'immeubles et autres biens immobiliers,81150
531,892508813,81,2021-01-08,"Prestation de services de triage de l'ail, conditionnement, activité maraichère, cueillette de fruits",01.61Z,Activités de soutien aux cultures,81120
532,892323338,81,2021-01-08,"La programmation informatique pour le compte de tiers (développement de sites internets, logiciels, etc) ; conseil en développement et stratégie digitale ; activités de formation au développement informatique",62.01Z,Programmation informatique,81000
533,892542549,81,2021-01-08,"Acquisition, apport, propriété, mise en valeur, transformation, construction, administration, location et la vente (exceptionnelle) de tous biens et droits immobiliers.",68.20B,Location de terrains et d'autres biens immobiliers,81140
534,892421900,81,2021-01-08,"La fabrication et vente de bières artisanales, la fabrication et vente de boissons artisanales, l'achat et la vente de produits alimentaires, la participation et l'organisation de tout évènement public, privé ou associatif tels que spectacles, concerts, fêtes, conventions, séminaires, festivals, étude, recherches et développement de tout procédé de fabrication dans le domaine brassicole.",11.05Z,Fabrication de bière,81600
535,892310376,81,2021-01-08,"Acquisition de biens immobiliers, administration et exploitation par bail, location ou autrement desdits immeubles ou de tous autres immeubles bâtis dont elle pourrait devenir propriétaire par voie d'échange, d'apport ou autrement",68.20B,Location de terrains et d'autres biens immobiliers,81000
536,892444860,81,2021-01-08,Acquisition et location de biens immobliers.,68.20A,Location de logements,81600
537,892511718,81,2021-01-08,"Services sur internet, gestion de site internet, services à domicile, vente de supports, conseil.",62.01Z,Programmation informatique,81000
538,892456872,81,2021-01-08,"La société a pour objet la propriété, la mise en valeur, l'administration, la gestion et le financement d'opération de biens immobiliers et valeurs mobilières",68.20B,Location de terrains et d'autres biens immobiliers,81150
539,892420191,81,2021-01-08,"L'acquisition, l'administration, la gestion par location ou autrement de tous immeubles et biens immobiliers la vente de tous immeubles et biens immobiliers.",68.20B,Location de terrains et d'autres biens immobiliers,81000
540,892412339,81,2021-01-08,"L'acquisition par voie d'achat ou d'apport, la propriété, la mise en valeur, la transformation, la construction, l'aménagement, l'administration, la location de tous biens et droits immobiliers, l'administration et la gestion du patrimoine social.",68.20B,Location de terrains et d'autres biens immobiliers,81140
541,892512476,81,2021-01-08,"Acquisition, gestion et exploitation par bail, location ou autrement, de tous biens ou droits immobiliers et vente (à titre exceptionnel) de ces mêmes biens.",68.20B,Location de terrains et d'autres biens immobiliers,81400
542,892374612,81,2021-01-08,"Acquisition, prise à bail mise en valeur de tous terrains et édification sur lesdits terrains de bâtiments à usage commercial professionnel et accessoirement d'habitation construction ou achat de tous biens immobiliers et mobiliers propriété administration et exploitation par bail ou location de biens immobiliers acquis ou édifiés par la société conclusion de tous contrats de crédit-bail immobilier ou prise en location longue durée avec ou sans option d'achat signature tous actes en vue de l'acquisition des terrains et l'édification d'immeubles sur lesdits terrains. Eventuellement la revente des ensembles immobiliers acquis ou édifiés par elle. La construction de toutes garanties pouvant faciliter l'acquisition, l'édification et l'exploitation des immeubles commerciaux ou la souscription de parts des sociétés civiles immobilières.",68.20B,Location de terrains et d'autres biens immobiliers,81150
543,892447459,81,2021-01-08,Mise en commun de moyen utile à l'activité professionnelle.,66.19A,Supports juridiques de gestion de patrimoine mobilier,81400
544,892346016,81,2021-01-08,"L'acquisition, la détention, de tous biens et droits réels immobiliers, la construction de tout immeuble ou bien immobilier, l'administration et la gestion du patrimoine social notamment par la conclusion tous baux ou toutes autres conventions onéreuse ou gratuite.",68.20B,Location de terrains et d'autres biens immobiliers,81600
545,892594177,81,2021-01-08,"Travaux d'installation et de réparation électrique dans tous locaux, courant fort et/ou courant faible et toutes sortes de réparations et d'opérations connexes et complémentaires se rapportant à cet objet.",43.21A,Travaux d'installation électrique dans tous locaux,81600
546,800252504,81,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
547,890575103,83,2021-01-08,"Vente de fromages, produits à base d'olives.",46.90Z,Commerce de gros (commerce interentreprises) non spécialisé,83150
548,889083812,83,2021-01-08,Achat et vente de palettes en bois d'occasion.,46.73A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,83260
549,884394297,85,2021-01-08,Maçonnerie achat revente de matériaux,43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,85250
550,892454182,85,2021-01-08,"E-commerce, vente de produit à distance sur catalogue",47.91A,Vente à distance sur catalogue général,85130
551,892449000,85,2021-01-08,Livreur de repas à domicile (non motorisé),53.20Z,Autres activités de poste et de courrier,85300
552,891818056,85,2021-01-08,"Petits travaux de jardinage, maintenance, entretien de résidences principales et secondaires",81.21Z,Nettoyage courant des bâtiments,85330
553,830962643,85,2021-01-08,Description et chiffrage des réalisations d'un ouvrage donné. Conseille et assistance du maître d'oeuvre.,74.90A,Activité des économistes de la construction,85000
554,892447574,85,2021-01-08,"Edition audiovisuelle, Production audiovisuelle",59.11A,Production de films et de programmes pour la télévision,85180
555,892446394,85,2021-01-08,L'exploitation et la location d'immeubles de toute nature et notamment Preofessionnels,68.20B,Location de terrains et d'autres biens immobiliers,85300
556,892452335,85,2021-01-08,"L'activité de holding, la gestion, l'administration, la direction, l'exercice de mandats sociaux dans toutes sociétés, toutes prestations de services",82.11Z,Services administratifs combinés de bureau,85400
557,892450941,85,2021-01-08,"Métallerie, Serrurerie, Agencement intérieur extérieur, fabrication de meubles.",43.32B,Travaux de menuiserie métallique et serrurerie,85800
558,892453911,85,2021-01-08,Notaire,69.10Z,Activités juridiques,85150
559,892451394,85,2021-01-08,"Acquisition, vente, administration et gestion par location ou autrement de tous immeubles, biens immobiliers et biens meubles",68.20B,Location de terrains et d'autres biens immobiliers,85180
560,892483348,85,2021-01-08,"Traiteur, sur place ou à emporter ou par l'intermédiaire de distributeurs automatiques. Fabrication de plats en vue de leur vente.",56.21Z,Services des traiteurs,85220
561,892485244,85,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
562,892485277,85,2021-01-08,"L'aide à la gestion et la réalisation de prestations de services administratives comptables informatiques techniques, financières, au profit de ses filiales",64.20Z,Activités des sociétés holding,85580
563,892485400,85,2021-01-08,Acquisition d'un immeuble et l'exploitation par bail location ou autrement,68.20B,Location de terrains et d'autres biens immobiliers,85160
564,891930299,85,2021-01-08,"Exploitation de fonds de commerce de snack, vente a emporter (fabrication préparation a partir de produits frais), traiteur, organisation et animation d'événements, restauration itinérante et nomade, foires marches expositions, chef a domicile, cours de cuisine, vente de souvenirs, cadeaux, Pdts du terroir, articles touristiques.",56.10C,Restauration de type rapide,85160
565,892445008,85,2021-01-08,"Épicerie: achat et vente de tous produit alimentaire;achat et vente de boissons avec/ou sans alcool, notamment des spiritueux;achat et vente de produits d'hygiène et de produits cosmétiques,achat,vente,location de produits décoratifs;achat et vente d'huiles essentielles",47.11B,Commerce d'alimentation générale,85170
566,892454307,85,2021-01-08,"L'acquisition par voie d'achat ou d'apport ou autrement, la propriété, la mise en valeur, la transformation, la construction, l'aménagement, l'administration et la location de tous biens et droits immobiliers et mobiliers en pleine propriété, nu-propriété, usufruit de tous droits et supports de placements financiers, tels que valeurs mobilières, contrats de capitalisation, de tous biens et droits pouvant en Constituer l'accessoire l'annexe ou le complément des biens et droits immobiliers",68.20B,Location de terrains et d'autres biens immobiliers,85110
567,892454802,85,2021-01-08,"L'acquisition, par voie d'achat, d'apport ou autrement, la détention, l'administration, la restauration et/ou la construction de tous immeubles bâtis et/ou non bâtis, leur mise à disposition au bénéfice de tout ou partie des associés et/ou leur mise en location",68.20A,Location de logements,85000
568,892450412,85,2021-01-08,"Le transport routier de marchandises de toute nature, la location de véhicules avec ou sans chauffeurs, les transports spécialisés et notamment les convois exceptionnels, l'exploitation de toutes licences de transport, la logistique et l'exploitation de tout dépôt ou plate-forme de stockage de marchandises, le négoce de matériels de transport ou de tous produits s'y rapportant",49.41A,Transports routiers de fret interurbains,85540
569,885141671,86,2021-01-08,Commerce alimentaire ambulant,47.81Z,Commerce de détail alimentaire sur éventaires et marchés,86100
570,890643067,86,2021-01-08,"maçonnerie, couverture, carrelage, plâtrerie",43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,86240
571,892454851,86,2021-01-08,Achat-Vente de produits cosmétiques,46.45Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,86360
572,892455957,86,2021-01-08,Chambre d'hôte avec prestations para hôtelières,55.20Z,Hébergement touristique et autre hébergement de courte durée,86470
573,399208057,86,2021-01-08,"Décapage tous matériaux, achat-vente de matériels.",81.29B,Autres activités de nettoyage n.c.a.,86200
574,891467540,86,2021-01-08,Livraison de repas et marchandises à vélo.,53.20Z,Autres activités de poste et de courrier,86000
575,892456658,86,2021-01-08,Livraison de repas à domicile à vélo,APE Non Diffusable,APE Non Diffusable,86000
576,892436296,86,2021-01-08,Brocante sur internet.,47.91A,Vente à distance sur catalogue général,86150
577,892460452,86,2021-01-08,Gestion et acquisition de biens immobiliers,68.20B,Location de terrains et d'autres biens immobiliers,86440
578,892479858,86,2021-01-08,"Achat, vente, pose et installation de cuisines, de salles de bains et, d'une façon générale, de tous éléments, articles et accessoires relatifs à l'aménagement, la décoration et le confort de l'habitation. Création, acquisition, prise ou mise en location, résiliation ou cession de bail, installation, exploitation directe ou indirecte, cession, apport de tous fonds de commerce, établissements commerciaux ou industriels, terrains, usines, ateliers, magasins, entrepôts et locaux.",43.32A,Travaux de menuiserie bois et PVC,86000
579,892452590,86,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
580,892444845,86,2021-01-08,"La propriété, l'administration et l'exploitation par bail,location ou autrement de tous immeubles bâtis ou non bâtis.",68.20B,Location de terrains et d'autres biens immobiliers,86100
581,892441569,86,2021-01-08,"Acquisition de tous immeubles et terrains. Aménagement, entretien, mise en valeur de ces biens. Administration, gestion, exploitation par voie de location ou autrement de ces biens.",68.20B,Location de terrains et d'autres biens immobiliers,86530
582,892450719,86,2021-01-08,"L'acquisition, la prise à bail, la gestion, la location et l'administration de tous biens mobiliers et immobiliers, et toutes opérations.",68.20B,Location de terrains et d'autres biens immobiliers,86530
583,448165712,86,2021-01-08,Le transport public routier de marchandises et de location de véhicules industriels pour le transport routier de marchandises,49.41B,Transports routiers de fret de proximité,86400
584,892460254,87,2021-01-08,Services des coursiers urbains indépendants a vélo,53.20Z,Autres activités de poste et de courrier,87000
585,853844470,87,2021-01-08,Peinture revêtement de sols et murs Multiservices livraison de repas,43.34Z,Travaux de peinture et vitrerie,87000
586,892484395,87,2021-01-08,"Les activités Exrcées dans l'établissement : Création de design, sérigraphie sur textile, broderie, couture, photographie, montage vidéo, gestion/création Web, management des réseaux sociaux .",74.10Z,Activités spécialisées de design,87270
587,892451527,87,2021-01-08,Conciergerie - petits travaux de bricolage et entretien,81.21Z,Nettoyage courant des bâtiments,87500
588,892391558,87,2021-01-08,Maçonnerie générale (neuf et rénovation) ravalement et isolation de façades,43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,87430
589,397731514,87,2021-01-08,Achat vente conditionnement de tout produit et matériel se rapportant a la parfumerie au cosmétique ou a L industrie alimentaire,46.45Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,87360
590,316431204,87,2021-01-08,Fabrication et vente de profiles en matières plastiques,22.21Z,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques",87000
591,398135715,87,2021-01-08,Acquisition propriété administration et exploitation par bail location ou autrement de tous immeubles bâtis ou non bâtis et de tous biens et droits immobiliers dont elle pourrait devenir propriétaire par voie d'acquisition échange apport ou autrement,68.20B,Location de terrains et d'autres biens immobiliers,87100
592,892451154,88,2021-01-08,"Réparations de petit matériel (type tronçonneuse, tondeuse) achat et vente en lien avec l'activité",33.12Z,Réparation de machines et équipements mécaniques,88450
593,788925030,88,2021-01-08,Prise de vues et vente de photographies albums et objets personnalisés création vente de vêtements accessoires,74.20Z,Activités photographiques,88800
594,892500422,88,2021-01-08,"Mécanique automobile, L'achat, la vente, l'importation, l'exportation, de véhicules neufs ou d'occasion, ainsi que de toutes pièces ou accessoires automobiles, l'achat vente de tout matériel lié au secteur de l'automobile.",45.20A,Entretien et réparation de véhicules automobiles légers,88100
595,892452525,88,2021-01-08,"Personnalisation esthétique de véhicules et d'objets, nettoyage, électricité, achat et vente en lien avec les activités",45.20A,Entretien et réparation de véhicules automobiles légers,88310
596,892436759,88,2021-01-08,Location de bien immobilier,68.20B,Location de terrains et d'autres biens immobiliers,88220
597,892419110,88,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
598,892545757,88,2021-01-08,"L'acquisition, l'administration, la construction et la gestion par location ou autrement de tous immeubles et biens immobiliers. Toutes opérations financières, mobilières ou immobilières se rattachant directement ou indirectement à cet objet et susceptibles d'en favoriser la réalisation, à condition toutefois d'en respecter le caractère civil",68.20B,Location de terrains et d'autres biens immobiliers,88640
